id,deutscher_name,botanischer_name,botanische_familie,hauptkategorie,weitere_kategorien,synonyme,quelle_botanik,geschmacksintensitaet,frische,suesse,saeure,bitterkeit,schaerfe,umami,zitronig,anisartig,menthol,harzig,erdig,blumig,pfeffrig,knoblauchartig,typische_verwendung,licht,bodenfeuchte,bodenanspruch,wasserbedarf,naehrstoffbedarf,hoehe,lebensdauer,standort_eignung,anbau_typ,slug,bild_dateiname,beschreibungstext,schwierigkeitsgrad,essbarkeit,giftige_teile,warnung
KR000118,Baumspinat,Chenopodium giganteum,Amaranthaceae,Blattgemüse,,Riesengänsefuß,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Spinatgemüse; Suppen; Gemüsepfannen; Füllungen,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,3,Garten,baumspinat,baumspinat.jpg,,Anfänger,essbar,,
KR000119,Weißer Gänsefuß,Chenopodium album,Amaranthaceae,Wildkraut,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Spinatgemüse; Suppen; Currys; Teigtaschenfüllung,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,1,Garten,weisser-gaensefuss,weisser-gaensefuss.jpg,,Anfänger,essbar,,
KR000120,Wiesenknopf,Sanguisorba officinalis,Rosaceae,Wildkraut,Küchenkraut,Großer Wiesenknopf,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Frankfurter Grüne Sauce; Kräuterquark; Salate; Kräuteressig,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,1,Garten,wiesenknopf,wiesenknopf.jpg,,Anfänger,essbar,,
KR000121,Nachtkerze,Oenothera biennis,Onagraceae,Wildkraut,,Gemeine Nachtkerze,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Wurzelgemüse; Blütenknospen-Pickles; Suppen; Salate,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,zweijährig,2,Garten,nachtkerze,nachtkerze.jpg,,Fortgeschritten,essbar,,
KR000122,Wilde Malve,Malva neglecta,Malvaceae,Wildkraut,,Weg-Malve,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Malventee; Wildkräutersuppe; Blütendekoration; Salat,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,zweijährig,1,Garten,wilde-malve,wilde-malve.jpg,,Anfänger,essbar,,
KR000123,Waldmeister,Galium odoratum,Rubiaceae,Gewürzpflanze,Wildkraut,Maikraut,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Waldmeisterbowle; Sirup; Desserts; Maiwein,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,1,Garten,waldmeister,waldmeister.jpg,,Anfänger,essbar,,
KR000124,Spinat,Spinacia oleracea,Amaranthaceae,Blattgemüse,,Gartenspinat,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,Rahmspinat; Salat jung; Füllungen; Quiche; Dal,sonnig bis halbschattig,frisch,"humos, nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,spinat,spinat.jpg,,Anfänger,essbar,,
KR000125,Mangold,Beta vulgaris subsp. vulgaris,Amaranthaceae,Blattgemüse,,Krautstiel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,Pfannengemüse; Quiche; Gratin; Füllungen,sonnig bis halbschattig,frisch,"humos, tiefgründig, nährstoffreich",mittel,mittel bis stark,30–60,zweijährig,1,Garten,mangold,mangold.jpg,,Anfänger,essbar,,
KR000126,Rote Bete,Beta vulgaris subsp. vulgaris Conditiva Group,Amaranthaceae,Wurzelgemüse,,Rote Rübe; Randen,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,1,2,0,0,0,1,0,0,0,0,3,0,0,0,Ofengemüse; Salat; Suppe; Carpaccio; Fermente,sonnig,frisch,"humos, locker, nährstoffreich",mittel,mittel,30–60,zweijährig,2,Garten,rote-bete,rote-bete.jpg,,Anfänger,essbar,,
KR000127,Zuckerwurzel,Sium sisarum,Apiaceae,Wurzelgemüse,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,Püree; Ofengemüse; Rahmgemüse; Suppen,sonnig,frisch,"locker, tiefgründig, humos",mittel,mittel,20–50,mehrjährig-krautig,2,Garten,zuckerwurzel,zuckerwurzel.jpg,,Anfänger,essbar,,
KR000128,Feldsalat,Valerianella locusta,Caprifoliaceae,Blattgemüse,,Rapunzel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,Wintersalat; Beilagensalat; Kartoffelsalat-Ergänzung,sonnig bis halbschattig,frisch,"locker, humos",mittel,schwach,10–20,einjährig,1,Garten,feldsalat,feldsalat.jpg,,Anfänger,essbar,,
KR000129,Kopfsalat,Lactuca sativa,Asteraceae,Blattgemüse,,Gartensalat,https://powo.science.kew.org/; https://www.worldfloraonline.org/,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Blattsalat; Beilage; Sandwiches,sonnig bis halbschattig,frisch,"humos, locker",mittel,schwach bis mittel,15–30,einjährig,1,Garten,kopfsalat,kopfsalat.jpg,,Anfänger,essbar,,
KR000130,Römersalat,Lactuca sativa var. longifolia,Asteraceae,Blattgemüse,,Romanasalat,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,Caesar Salad; Blattsalat; gegrillter Salat,sonnig bis halbschattig,frisch,"humos, locker",mittel,schwach bis mittel,20–40,einjährig,1,Garten,roemersalat,roemersalat.jpg,,Anfänger,essbar,,
KR000131,Eichblattsalat,Lactuca sativa var. crispa,Asteraceae,Blattgemüse,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,Blattsalat; gemischte Salate; Sandwiches,sonnig bis halbschattig,frisch,"humos, locker",mittel,schwach bis mittel,20–30,einjährig,1,Garten,eichblattsalat,eichblattsalat.jpg,,Anfänger,essbar,,
KR000132,Endivie,Cichorium endivia,Asteraceae,Blattgemüse,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,Salat; geschmort; Wintersalat,sonnig bis halbschattig,frisch,"humos, locker",mittel,schwach bis mittel,25–40,einjährig,1,Garten,endivie,endivie.jpg,,Anfänger,essbar,,
KR000133,Frisée,Cichorium endivia var. crispum,Asteraceae,Blattgemüse,,Krause Endivie,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Wintersalat; Salade lyonnaise; gemischte Salate; Bitterblatt-Beilage,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,frisee,frisee.jpg,,Anfänger,essbar,,
KR000134,Chicorée,Cichorium intybus var. foliosum,Asteraceae,Blattgemüse,,Brüsseler Endivie,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Salat; gratiniert; geschmort; Rohkostschiffchen,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,zweijährig,1,Garten,chicoree,chicoree.jpg,,Fortgeschritten,essbar,,
KR000135,Radicchio,Cichorium intybus var. foliosum,Asteraceae,Blattgemüse,,Roter Chicorée,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,Salat; gegrillt; Risotto; Ofengemüse,sonnig bis halbschattig,frisch,"humos, locker",mittel,schwach bis mittel,25–40,zweijährig,1,Garten,radicchio,radicchio.jpg,,Fortgeschritten,essbar,,
KR000136,Zuckerhut,Cichorium intybus var. foliosum,Asteraceae,Blattgemüse,,Fleischkraut,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Wintersalat; geschmort; Auflauf; Beilage,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,zweijährig,1,Garten,zuckerhut,zuckerhut.jpg,,Fortgeschritten,essbar,,
KR000137,Catalogna,Cichorium intybus var. foliosum,Asteraceae,Blattgemüse,Salatpflanze,Spargelzichorie,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Puntarelle-Salat; gedünstetes Blattgemüse; Pasta; Bohnenbeilage,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,zweijährig,1,Garten,catalogna,catalogna.jpg,,Fortgeschritten,essbar,,
KR000138,Portulakröschen,Portulaca grandiflora,Portulacaceae,Essbare Blütenpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Blütendekoration; Salate; Kräuterbutter; sommerliche Tellerdekoration,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,1,Garten,portulakroeschen,portulakroeschen.jpg,,Anfänger,essbar,,
KR000139,Neuseeländer Spinat,Tetragonia tetragonioides,Aizoaceae,Blattgemüse,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,gedünstetes Blattgemüse; Rahmgemüse; Quiche; Sommer-Spinat,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten-frostempfindlich,neuseelaender-spinat,neuseelaender-spinat.jpg,,Fortgeschritten,essbar,,
KR000140,Malabarspinat,Basella alba,Basellaceae,Blattgemüse,,Indischer Spinat,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Currys; Suppen; Pfannengemüse; Blattgemüsefüllungen,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten-frostempfindlich,malabarspinat,malabarspinat.jpg,,Fortgeschritten,essbar,,
KR000141,Eiskraut,Mesembryanthemum crystallinum,Aizoaceae,Blattgemüse,Salatpflanze,Kristallkraut,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Rohkost; Salat; kalte Vorspeisen; Garnitur,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,eiskraut,eiskraut.jpg,,Anfänger,essbar,,
KR000142,Asiasalat Mizuna,Brassica rapa var. nipposinica,Brassicaceae,Blattgemüse,Salatpflanze,Mizuna,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Wokgemüse; Salat; Ramen-Topping; Pickles,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,asiasalat-mizuna,asiasalat-mizuna.jpg,,Anfänger,essbar,,
KR000143,Mibuna,Brassica rapa var. nipposinica,Brassicaceae,Blattgemüse,Salatpflanze,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Wokgemüse; Salat; Suppe; Pickles,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,mibuna,mibuna.jpg,,Anfänger,essbar,,
KR000144,Tatsoi,Brassica rapa subsp. narinosa,Brassicaceae,Blattgemüse,,Rosetten-Pak-Choi,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,Wok; Salat jung; Suppen,sonnig bis halbschattig,frisch,"humos, nährstoffreich",mittel,mittel,15–25,einjährig,1,Garten,tatsoi,tatsoi.jpg,,Anfänger,essbar,,
KR000145,Pak Choi,Brassica rapa subsp. chinensis,Brassicaceae,Blattgemüse,,Paksoi,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Wokgerichte; gedünstet; Suppen; Ramen,sonnig bis halbschattig,frisch,"humos, nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,pak-choi,pak-choi.jpg,,Anfänger,essbar,,
KR000146,Komatsuna,Brassica rapa var. perviridis,Brassicaceae,Blattgemüse,,Senfspinat,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Wokgemüse; Ohitashi; Suppen; Ramen-Grün,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,komatsuna,komatsuna.jpg,,Anfänger,essbar,,
KR000147,Kai Lan,Brassica oleracea var. alboglabra,Brassicaceae,Blattgemüse,,Chinesischer Brokkoli,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Wokgemüse; gedämpft mit Sauce; Nudelgerichte; Reisgerichte,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,kai-lan,kai-lan.jpg,,Anfänger,essbar,,
KR000148,Choy Sum,Brassica rapa var. parachinensis,Brassicaceae,Blattgemüse,,Cai Xin,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,gedämpft; Wokgemüse; Nudelsuppen; Beilage,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,choy-sum,choy-sum.jpg,,Anfänger,essbar,,
KR000149,Amaranth-Blatt,Amaranthus tricolor,Amaranthaceae,Blattgemüse,,Chinesischer Spinat,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Blattgemüse-Curry; Suppen; gedünstetes Gemüse; Eintöpfe,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,amaranth-blatt,amaranth-blatt.jpg,,Anfänger,essbar,,
KR000150,Wasserspinat,Ipomoea aquatica,Convolvulaceae,Blattgemüse,,Kangkong,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Wokgemüse; asiatische Pfannengerichte; Suppen; Beilage,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,nur-geschützt,wasserspinat,wasserspinat.jpg,,Experte,essbar,,
KR000151,Weißkohl,Brassica oleracea var. capitata,Brassicaceae,Kohlgemüse,,Weißkraut,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Krautsalat; Schmorgerichte; Sauerkraut; Eintöpfe,sonnig,frisch,"humos, nährstoffreich",mittel bis hoch,stark,40–70,einjährig,3,Garten,weisskohl,weisskohl.jpg,,Fortgeschritten,essbar,,
KR000152,Rotkohl,Brassica oleracea var. capitata f. rubra,Brassicaceae,Kohlgemüse,,Rotkraut,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,geschmort; Salat; Beilage; winterliche Gerichte,sonnig,frisch,"humos, nährstoffreich",mittel bis hoch,stark,40–70,einjährig,3,Garten,rotkohl,rotkohl.jpg,,Fortgeschritten,essbar,,
KR000153,Wirsing,Brassica oleracea var. sabauda,Brassicaceae,Kohlgemüse,,Savoyer Kohl,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Wirsinggemüse; Rouladen; Eintöpfe; Aufläufe,sonnig,frisch,"humos, nährstoffreich",mittel bis hoch,stark,40–80,einjährig,3,Garten,wirsing,wirsing.jpg,,Fortgeschritten,essbar,,
KR000154,Spitzkohl,Brassica oleracea var. capitata f. alba,Brassicaceae,Kohlgemüse,,Filderkraut,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,geschmort; Pfannengerichte; Salat; Ofengemüse,sonnig,frisch,"humos, nährstoffreich",mittel,mittel bis stark,30–60,einjährig,3,Garten,spitzkohl,spitzkohl.jpg,,Fortgeschritten,essbar,,
KR000155,Grünkohl,Brassica oleracea var. sabellica,Brassicaceae,Kohlgemüse,,Braunkohl,https://powo.science.kew.org/; https://www.worldfloraonline.org/,4,1,0,0,2,0,1,0,0,0,0,1,0,0,0,geschmort; Chips; Eintöpfe; Pasta; Smoothies,sonnig,frisch,"humos, nährstoffreich",mittel,stark,60–150,einjährig,3,Garten,gruenkohl,gruenkohl.jpg,,Fortgeschritten,essbar,,
KR000156,Palmkohl,Brassica oleracea var. palmifolia,Brassicaceae,Kohlgemüse,,Schwarzkohl; Cavolo nero,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,Ribollita; Pasta; Pfannengemüse; Suppen,sonnig,frisch,"humos, nährstoffreich",mittel bis hoch,stark,40–80,einjährig,3,Garten,palmkohl,palmkohl.jpg,,Fortgeschritten,essbar,,
KR000157,Rosenkohl,Brassica oleracea var. gemmifera,Brassicaceae,Kohlgemüse,,Sprossenkohl,https://powo.science.kew.org/; https://www.worldfloraonline.org/,4,1,0,0,2,0,1,0,0,0,0,1,0,0,0,Ofengemüse; geschmort; Auflauf; Winterbeilage,sonnig,frisch,"humos, nährstoffreich",mittel,stark,60–120,einjährig,3,Garten,rosenkohl,rosenkohl.jpg,,Fortgeschritten,essbar,,
KR000158,Kohlrabi,Brassica oleracea var. gongylodes,Brassicaceae,Kohlgemüse,,Oberrübe,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,Rohkost; Rahmgemüse; Ofengemüse; Suppe,sonnig bis halbschattig,frisch,"humos, nährstoffreich",mittel,mittel,25–50,einjährig,2,Garten,kohlrabi,kohlrabi.jpg,,Fortgeschritten,essbar,,
KR000159,Blumenkohl,Brassica oleracea var. botrytis,Brassicaceae,Kohlgemüse,,Karfiol,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Gratin; Püree; Ofengemüse; Curry; Suppe,sonnig,frisch,"humos, nährstoffreich",mittel bis hoch,stark,40–80,einjährig,3,Garten,blumenkohl,blumenkohl.jpg,,Fortgeschritten,essbar,,
KR000160,Brokkoli,Brassica oleracea var. italica,Brassicaceae,Kohlgemüse,,Spargelkohl,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,gedämpft; Ofengemüse; Pasta; Wok; Salat,sonnig,frisch,"humos, nährstoffreich",mittel bis hoch,stark,50–90,einjährig,3,Garten,brokkoli,brokkoli.jpg,,Fortgeschritten,essbar,,
KR000161,Romanesco,Brassica oleracea var. botrytis,Brassicaceae,Kohlgemüse,,Türmchenkohl,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,gedämpft; Ofengemüse; Pasta; Gratin,sonnig,frisch,"humos, nährstoffreich",mittel bis hoch,stark,40–80,einjährig,3,Garten,romanesco,romanesco.jpg,,Fortgeschritten,essbar,,
KR000162,Stängelkohl,Brassica rapa var. cymosa,Brassicaceae,Kohlgemüse,,Cima di rapa,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,Pasta mit Cime di rapa; Pfannengemüse; gedünstet; Suppen,sonnig,frisch,"humos, nährstoffreich",mittel bis hoch,stark,40–80,einjährig,3,Garten,staengelkohl,staengelkohl.jpg,,Fortgeschritten,essbar,,
KR000163,Rübstiel,Brassica rapa subsp. rapa,Brassicaceae,Blattgemüse,,Stielmus,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Rübstielgemüse; Eintopf; Kartoffelstampf; Salat jung,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,einjährig,1,Garten,ruebstiel,ruebstiel.jpg,,Anfänger,essbar,,
KR000164,Speiserübe,Brassica rapa subsp. rapa,Brassicaceae,Wurzelgemüse,,Mairübe,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,Ofengemüse; Eintopf; Püree; Rahmgemüse,sonnig,frisch,"locker, tiefgründig, humos",mittel,mittel,20–50,zweijährig,2,Garten,speiseruebe,speiseruebe.jpg,,Anfänger,essbar,,
KR000165,Steckrübe,Brassica napus subsp. rapifera,Brassicaceae,Wurzelgemüse,,Kohlrübe,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,Eintopf; Püree; Ofengemüse; Wintergemüse,sonnig,frisch,"locker, tiefgründig, humos",mittel,mittel,20–50,zweijährig,3,Garten,steckruebe,steckruebe.jpg,,Anfänger,essbar,,
KR000166,Möhre,Daucus carota subsp. sativus,Apiaceae,Wurzelgemüse,,Karotte; Gelbe Rübe,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,Rohkost; Ofengemüse; Suppen; Eintöpfe; Kuchen,sonnig,frisch,"locker, tiefgründig, sandig-humos",mittel,schwach bis mittel,30–60,zweijährig,3,Garten,moehre,moehre.jpg,,Anfänger,essbar,,
KR000167,Pastinake,Pastinaca sativa,Apiaceae,Wurzelgemüse,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,Püree; Ofengemüse; Suppen; Chips,sonnig,frisch,"locker, tiefgründig, humos",mittel,schwach bis mittel,30–60,zweijährig,3,Garten,pastinake,pastinake.jpg,,Fortgeschritten,essbar,,
KR000168,Petersilienwurzel,Petroselinum crispum subsp. tuberosum,Apiaceae,Wurzelgemüse,,Wurzelpetersilie,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,Suppen; Püree; Ofengemüse; Eintöpfe,sonnig,frisch,"locker, tiefgründig, humos",mittel,mittel,30–60,zweijährig,3,Garten,petersilienwurzel,petersilienwurzel.jpg,,Anfänger,essbar,,
KR000169,Knollensellerie,Apium graveolens var. rapaceum,Apiaceae,Wurzelgemüse,,Sellerieknolle,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,Selleriepüree; Waldorfsalat; Suppe; Ofengemüse; Remoulade,sonnig,frisch,"locker, tiefgründig, humos",mittel,mittel,20–50,zweijährig,3,Garten,knollensellerie,knollensellerie.jpg,,Experte,essbar,,
KR000170,Stangensellerie,Apium graveolens var. dulce,Apiaceae,Stielgemüse,,Bleichsellerie,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,Rohkost; Mirepoix; Suppen; Salate; Säfte,sonnig bis halbschattig,frisch,"humos, nährstoffreich",mittel bis hoch,stark,40–80,zweijährig,2,Garten,stangensellerie,stangensellerie.jpg,,Experte,essbar,,
KR000171,Schnittsellerie,Apium graveolens var. secalinum,Apiaceae,Küchenkraut,,Blattsellerie,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Suppengrün; Brühen; Eintöpfe; Kräutersalz; asiatische Pfannengerichte,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,1,Garten,schnittsellerie,schnittsellerie.jpg,,Anfänger,essbar,,
KR000172,Fenchelknolle,Foeniculum vulgare var. azoricum,Apiaceae,Knollengemüse,,Knollenfenchel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,3,1,0,0,0,0,0,4,0,0,0,1,0,0,Ofengemüse; Salat; Pasta; geschmort; Gratin,sonnig,frisch,"tiefgründig, humos, nährstoffreich",mittel,mittel,40–80,einjährig,1,Garten,fenchelknolle,fenchelknolle.jpg,,Anfänger,essbar,,
KR000173,Schwarzwurzel,Scorzonera hispanica,Asteraceae,Wurzelgemüse,,Winterspargel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,Rahmgemüse; Suppe; Gratin; lauwarmer Salat,sonnig,frisch,"locker, tiefgründig, humos",mittel,mittel,20–50,zweijährig,3,Garten,schwarzwurzel,schwarzwurzel.jpg,,Fortgeschritten,essbar,,
KR000174,Haferwurzel,Tragopogon porrifolius,Asteraceae,Wurzelgemüse,,Purpur-Bocksbart,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,Rahmgemüse; Püree; Suppe; Ofengemüse,sonnig,frisch,"locker, tiefgründig, humos",mittel,mittel,20–50,zweijährig,3,Garten,haferwurzel,haferwurzel.jpg,,Fortgeschritten,essbar,,
KR000175,Topinambur,Helianthus tuberosus,Asteraceae,Knollengemüse,,Erdartischocke,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Suppe; Püree; Ofengemüse; Rohkostsalat; Chips,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,3,Garten,topinambur,topinambur.jpg,,Anfänger,essbar,,
KR000176,Yacon,Smallanthus sonchifolius,Asteraceae,Knollengemüse,,Inkawurzel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Rohkost; Obst-Gemüse-Salat; Smoothie; Sirup,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,3,Garten,yacon,yacon.jpg,,Anfänger,essbar,,
KR000177,Meerrettich,Armoracia rusticana,Brassicaceae,Wurzelgemüse,,Kren,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Sahnemeerrettich; Apfelkren; Fischbegleiter; Würzpaste,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,mehrjährig-krautig,3,Garten,meerrettich,meerrettich.jpg,,Anfänger,essbar,,
KR000178,Wasabi,Eutrema japonicum,Brassicaceae,Wurzelgemüse,,Japanischer Meerrettich,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Wasabipaste; Saucen; Marinaden; scharfe Garnitur,sonnig bis halbschattig,frisch,"humos, locker, eher nährstoffreich",mittel,mittel,20–40,mehrjährig-krautig,2,Garten,wasabi,wasabi.jpg,,Experte,essbar,,
KR000179,Rettich,Raphanus sativus,Brassicaceae,Wurzelgemüse,,Gartenrettich,https://powo.science.kew.org/; https://www.worldfloraonline.org/,4,3,0,0,0,3,0,0,0,0,0,1,0,4,0,Rohkost; Salat; Fermente; Pickles,sonnig,frisch,"locker, tiefgründig, humos",mittel,schwach bis mittel,20–50,einjährig,2,Garten,rettich,rettich.jpg,,Anfänger,essbar,,
